N	FastICA_GaussianNB	FactorAnalysis_GaussianNB	PCA_GaussianNB	FastICA_KNeighborsClassifier	FactorAnalysis_KNeighborsClassifier
27	0,7582236842105263	0,75	0,7615131578947368	0,7467105263157895	0,6683114035087719
28	0,7604224569205114	0,7376320177876599	0,7687604224569206	0,7509727626459144	0,6664813785436353
29	0,7615558060879368	0,7463359639233371	0,7773393461104848	0,7423900789177001	0,6640360766629086
30	0,7672955974842768	0,7461406518010292	0,7764436821040595	0,7489994282447112	0,6678101772441395
31	0,7749419953596288	0,7436194895591647	0,7691415313225058	0,7534802784222738	0,6780742459396751
32	0,7645673925838729	0,7474985285462037	0,7757504414361389	0,7551500882872277	0,6662742789876398
33	0,7592592592592593	0,7461170848267622	0,7729988052568698	0,7443249701314217	0,6744324970131422
34	0,7719830200121286	0,7459066100667071	0,7756215888417223	0,7622801697998787	0,6719223771983021
35	0,7727832512315271	0,750615763546798	0,7721674876847291	0,7635467980295566	0,6884236453201971
36	0,7792370231394622	0,7542213883677298	0,7823639774859287	0,756722951844903	0,683552220137586
37	0,7858958068614994	0,7573062261753494	0,7744599745870394	0,7522236340533672	0,6880559085133418
38	0,7688831504196255	0,7540348612007747	0,7734021949644933	0,7572627501613944	0,6959328599096191
39	0,7742782152230971	0,7585301837270341	0,7801837270341208	0,7611548556430446	0,7047244094488189
40	0,7825216811207472	0,7538358905937291	0,7865243495663776	0,7638425617078052	0,7011340893929286
41	0,7849389416553596	0,7639077340569878	0,7944369063772049	0,7618724559023067	0,7103120759837178
42	0,7867494824016563	0,7584541062801933	0,7971014492753623	0,7660455486542443	0,7122153209109731
43	0,788623595505618	0,7654494382022472	0,7984550561797753	0,7689606741573034	0,7092696629213483
44	0,7927090779127949	0,7655468191565404	0,8027162258756254	0,7762687634024303	0,7047891350964975
45	0,7940320232896652	0,7663755458515283	0,7983988355167394	0,7751091703056768	0,715429403202329
46	0,7924388435878429	0,7702001482579689	0,8087472201630838	0,7746478873239436	0,7220163083765753
47	0,7998489425981873	0,7688821752265861	0,8089123867069486	0,7809667673716012	0,7288519637462235
48	0,7952270977675134	0,7759815242494227	0,8052347959969207	0,7875288683602771	0,7228637413394919
49	0,8006279434850864	0,7810047095761381	0,8124018838304553	0,7778649921507065	0,7213500784929356
50	0,7990392313851081	0,7774219375500401	0,8070456365092074	0,7926341072858286	0,7277822257806245
51	0,7990196078431373	0,7826797385620915	0,8055555555555556	0,7990196078431373	0,7410130718954249
52	0,8123436196830692	0,7789824854045038	0,8065054211843202	0,7981651376146789	0,731442869057548
53	0,807495741056218	0,7802385008517888	0,8083475298126065	0,7904599659284497	0,737649063032368
54	0,8111401218450827	0,7754569190600522	0,8102697998259356	0,7972149695387293	0,7258485639686684
55	0,8185053380782918	0,7784697508896797	0,8149466192170819	0,7998220640569395	0,7473309608540926
56	0,816196542311192	0,7688808007279345	0,8207461328480437	0,7998180163785259	0,7525022747952684
57	0,8202979515828678	0,7793296089385475	0,8230912476722533	0,8072625698324022	0,75512104283054
58	0,8179218303145853	0,7883698760724499	0,8255481410867492	0,8150619637750238	0,7502383222116301
59	0,8193359375	0,7880859375	0,82421875	0,8134765625	0,7568359375
60	0,8318318318318318	0,7827827827827828	0,8258258258258259	0,8128128128128128	0,7487487487487487
61	0,8285420944558521	0,7792607802874744	0,8275154004106776	0,8203285420944558	0,7474332648870636
62	0,8282402528977871	0,7871443624868283	0,8324552160168599	0,8166491043203372	0,7502634351949421
63	0,8376623376623377	0,7846320346320347	0,8333333333333334	0,814935064935065	0,7359307359307359
64	0,8298109010011123	0,7931034482758621	0,8309232480533927	0,8264738598442715	0,760845383759733
