N	FastICA_GaussianNB	FactorAnalysis_GaussianNB	PCA_GaussianNB	FastICA_KNeighborsClassifier	FactorAnalysis_KNeighborsClassifier
1	0,030315278900565887	0,4118835893290218	0,23160873080032338	0,04648342764753436	0,1269199676637025
2	0,0518579011841568	0,0796243364638628	0,09105757452021233	0,166598611678236	0,15353205389955082
3	0,14315181518151815	0,1848184818481848	0,21163366336633663	0,32673267326732675	0,24546204620462045
4	0,21634014172571905	0,30054189245518964	0,362234264276782	0,3709879116298458	0,28053355564818677
5	0,3205560235888795	0,41828138163437234	0,4679865206402696	0,44481887110362256	0,34372367312552654
6	0,46956151553852704	0,4674329501915709	0,534269902085994	0,4653043848446147	0,3946360153256705
7	0,5378657487091222	0,5073149741824441	0,6041308089500861	0,5124784853700516	0,4246987951807229
8	0,5454545454545454	0,5241409308394954	0,6307090039147455	0,525010874293171	0,4645498042627229
9	0,5897097625329816	0,5624450307827616	0,6547933157431838	0,5523306948109059	0,48768689533861037
10	0,6100489106269453	0,6029346376167185	0,6545131169408626	0,5847043130280124	0,5251222765673633
11	0,6200539568345323	0,6119604316546763	0,6843525179856115	0,5867805755395683	0,5238309352517986
12	0,6239199636198272	0,6134606639381537	0,6862210095497954	0,5970895861755343	0,5316052751250568
13	0,6642134314627415	0,6504139834406624	0,7111315547378105	0,6057957681692733	0,5432382704691813
14	0,6612377850162866	0,63936714751047	0,7305723592368544	0,6142391810144253	0,5611912517449976
15	0,6878531073446328	0,6572504708097928	0,7292843691148776	0,6332391713747646	0,571563088512241
16	0,698427822772749	0,6755597903763697	0,7284421152929966	0,6526917579799905	0,5940924249642687
17	0,703953712632594	0,682738669238187	0,73625843780135	0,6687560270009644	0,5887174541947927
18	0,700829673011225	0,6944851146900928	0,7403611517813568	0,6671547096144461	0,6124938994631528
19	0,6961462450592886	0,6842885375494071	0,7366600790513834	0,6763833992094862	0,6027667984189723
20	0,7243621810905453	0,7008504252126063	0,7478739369684843	0,6908454227113556	0,6343171585792896
21	0,7218844984802432	0,6879432624113475	0,7416413373860182	0,6950354609929078	0,6129685916919959
22	0,728578758337609	0,7106208311954849	0,7439712673165726	0,7049769112365315	0,6485377116469985
23	0,7406444906444907	0,7177754677754677	0,7432432432432432	0,7193347193347194	0,6522869022869023
24	0,7530279094260137	0,7051079515534492	0,7525013164823592	0,7203791469194313	0,6545550289626119
25	0,7556029882604055	0,7065101387406617	0,756136606189968	0,7251867662753468	0,6606189967982924
26	0,7712276906435911	0,7285018929150893	0,7614926987560844	0,7436452136289886	0,6673877771768524
